Date, Open, High, Low, Close,log(close),sqrt(close),(DJIA)^0.5 Growth Rate,GDP Growth Rate,Unemployment Rate
11/22/21,35631.41,35929.66,35615.55,35619.25,4.551684771,188.7306281,-0.280236923,,
11/19/21,35879.09,35879.09,35555.37,35601.98,4.551474152,188.6848696,0.332824769,,
11/18/21,35901.69,35952.63,35654.39,35870.95,4.554742879,189.3962777,0.435001882,,
11/17/21,36159.7,36159.7,35909.48,35931.05,4.555469909,189.5548733,0.357397557,,
11/16/21,36076.18,36316.61,36076.18,36142.22,4.558014825,190.1110728,0.206048746,,
11/15/21,36128.83,36236.07,36031.78,36087.45,4.557356195,189.9669708,-0.055128505,,
11/12/21,35963.78,36147.63,35934.59,36100.31,4.557510931,190.0008158,-0.219001026,,
11/11/21,36038.78,36108.17,35915.27,35921.23,4.555351199,189.5289688,-0.026806298,,
11/10/21,36299.25,36346.61,36009.5,36079.94,4.557265807,189.9472032,0.52452338,,
11/9/21,36404.53,36416.98,36173.07,36319.98,4.560145601,190.5780155,0.462528879,,
11/8/21,36416.46,36565.73,36334.42,36432.22,4.561485636,190.8722609,0.010454462,,
11/5/21,36268.75,36484.75,36190.2,36327.95,4.560240891,190.5989244,-0.404254244,,
11/4/21,36107.46,36168.03,35986.48,36124.23,4.557798599,190.0637525,-0.223729252,,
11/3/21,36059.09,36178.51,35891.73,36157.58,4.558199356,190.1514659,-0.094225639,,
11/2/21,35935.11,36088.81,35884.13,36052.63,4.556936952,189.8753012,-0.320996942,,
11/1/21,35833.65,36009.74,35797.97,35913.84,4.555261843,189.5094721,-0.307370026,,
10/29/21,35712.28,35852.53,35633.2,35819.56,4.554120247,189.2605611,-0.242197179,,4.6
10/28/21,35545.41,35742.25,35545.41,35730.48,4.553038851,189.0250777,-0.435416056,,
10/27/21,35835.43,35835.43,35490.43,35490.69,4.550114443,188.389729,0.034909555,,
10/26/21,35791.05,35892.92,35734.73,35756.88,4.553359617,189.0948968,0.331785172,,
10/25/21,35692.62,35787.04,35629.37,35741.15,4.553168522,189.0532994,-0.105640926,,
10/22/21,35607.72,35765.02,35533.95,35677.02,4.552388572,188.883615,-0.182757457,,
10/21/21,35520.32,35612.36,35442.53,35603.08,4.55148757,188.6877844,-0.089621495,,
10/20/21,35475.16,35669.69,35465.71,35609.34,4.551563924,188.704372,-0.193334605,,
10/19/21,35325.37,35462.68,35290.12,35457.31,4.549705784,188.3011152,-0.465805183,,
10/18/21,35221.02,35327.57,35035.94,35258.61,4.547265187,187.7727616,-0.216059164,,
10/15/21,35023.63,35320.97,35023.63,35294.76,4.547710233,187.8689969,-0.461865817,,
10/14/21,34443.22,34923.83,34443.22,34912.56,4.542981695,186.84903,-1.228228441,,
10/13/21,34372.71,34449.83,34115.1,34377.81,4.536278207,185.41254,-0.71753035,,
10/12/21,34507.15,34611.24,34318.94,34378.34,4.536284902,185.4139693,0.159304877,,
10/11/21,34723.79,34951.35,34486.51,34496.06,4.537769495,185.7311498,0.4947455,,
10/8/21,34757.57,34842.62,34661.95,34746.25,4.54090794,186.4034603,0.34780934,,
10/7/21,34509.72,34975.19,34509.72,34754.94,4.541016543,186.4267685,-0.442647021,,
10/6/21,34198.96,34432.68,33854.69,34416.99,4.536772886,185.5181662,-0.592287823,,
10/5/21,34035.25,34490.95,34035.25,34314.67,4.535479827,185.2421928,-0.559679644,,
10/4/21,34312.96,34410.28,33821.58,34002.92,4.531516214,184.3988069,0.015910235,,
10/1/21,33930.7,34490.56,33785.54,34326.46,4.535629018,185.2740133,-0.215817977,,
9/30/21,34467.98,34557.37,33833.32,33843.92,4.52948066,183.967171,0.086668865,,4.7
9/29/21,34360.08,34580.42,34305.96,34390.72,4.536441268,185.447351,0.617696896,,
9/28/21,34747.7,34798.21,34254.65,34299.99,4.535293993,185.2025648,0.643034296,,
9/27/21,34739.27,35061.12,34739.27,34869.37,4.542444101,186.7334196,0.669827823,,
9/24/21,34762.31,34857.06,34648.08,34798,4.541554284,186.5422204,-0.140077345,,
9/23/21,34296.3,34879.78,34296.3,34764.82,4.541139985,186.4532649,-0.726094138,,
9/22/21,34006.87,34440.42,34006.87,34258.32,4.534766062,185.0900321,-1.139934182,,
9/21/21,34025.61,34313.88,33914.02,33919.84,4.530453795,184.1733966,-0.389617425,,
9/20/21,34459.72,34459.72,33613.03,33970.47,4.531101556,184.3107973,0.898354283,,
9/17/21,34737.86,34779.86,34519.63,34584.88,4.538886273,185.9701051,1.053131004,,
9/16/21,34810.27,34943.55,34540.11,34751.32,4.540971306,186.4170593,0.3080206,,
9/15/21,34580.95,34880.77,34522.03,34814.39,4.54175879,186.5861463,-0.233304458,,
9/14/21,34906.9,34990.36,34510.3,34577.57,4.538794469,185.9504504,0.073984733,,
9/13/21,34665.5,34939.1,34665.5,34869.63,4.542447339,186.7341158,0.04052616,,
9/10/21,34949.59,35104.25,34599.61,34607.72,4.539172988,186.0315027,0.013052407,,
9/9/21,35013.08,35199.89,34847.3,34879.38,4.542568757,186.7602206,0.567193139,,
9/8/21,35087.45,35175.15,34925.61,35031.07,4.544453403,187.165889,0.294859674,,
9/7/21,35373.24,35373.24,35060.9,35100,4.545307116,187.34994,0.45041395,,
9/3/21,35401.73,35422.71,35269.4,35369.09,4.548623886,188.0667169,0.457675796,,
9/2/21,35353.06,35475.4,35348.48,35443.82,4.549540522,188.2652915,-0.075216166,,
9/1/21,35387.55,35407.37,35287.05,35312.53,4.547928834,187.9162846,-0.110401063,,
8/31/21,35391.38,35449.79,35289.86,35360.73,4.548521222,188.0444894,0.116083737,,5.2
8/30/21,35471.8,35510.71,35374.46,35399.84,4.549001299,188.148452,0.126308122,,
8/27/21,35231.11,35479.18,35231.11,35455.8,4.549687289,188.2971057,-0.248429987,,
8/26/21,35449.68,35498.45,35205.1,35213.12,4.546704507,187.6515921,-0.06680646,,
8/25/21,35388.77,35501.14,35287.63,35405.5,4.549070732,188.1634927,0.203800378,,
8/24/21,35382.72,35445.47,35356.18,35366.26,4.548589135,188.0591928,-0.092770953,,
8/23/21,35160.97,35428.91,35160.97,35335.71,4.548213822,187.9779508,-0.327835482,,
8/20/21,34917.96,35177.26,34867.07,35120.08,4.545555497,187.4035218,-0.589136017,,
8/19/21,34874.67,34997.81,34690.25,34894.12,4.54275225,186.7996788,-0.212871208,,
8/18/21,35310.2,35356.8,34943.41,34960.69,4.543579995,186.9777794,0.599203148,,
8/17/21,35500.01,35500.01,35120.31,35343.28,4.548306851,187.9980851,0.884570538,,
8/16/21,35490.83,35631.19,35231.87,35625.4,4.551759749,188.7469205,0.22858079,,
8/13/21,35551.56,35610.57,35474.78,35515.38,4.550416466,188.4552467,-0.166440875,,
8/12/21,35481.94,35510.77,35352.53,35499.85,4.550226518,188.4140388,-0.040349782,,
8/11/21,35300.89,35501.16,35300.89,35484.97,4.550044442,188.3745471,-0.31257066,,
8/10/21,35135.17,35285.16,35091.91,35264.67,4.547339824,187.7888974,-0.509834971,,
8/9/21,35229.67,35229.67,35041.24,35101.85,4.545330006,187.3548772,-0.074794593,,
8/6/21,35077.44,35246.79,35077.44,35208.51,4.546647646,187.6393082,-0.050185609,,
8/5/21,34815.61,35067.54,34815.61,35064.25,4.544864554,187.254506,-0.555687342,,
8/4/21,35047.44,35047.44,34790.62,34792.67,4.541487758,186.5279336,0.069598624,,
8/3/21,34864.1,35120.94,34714.33,35116.4,4.545509987,187.3937032,0.060949505,,
8/2/21,34968.56,35192.11,34808.2,34838.16,4.542055209,186.6498326,-0.241688555,,
7/30/21,35013.26,35106.3,34871.13,34935.47,4.54326659,186.9103261,0.329408226,,5.4
7/29/21,34985.99,35171.52,34985.99,35084.53,4.545115663,187.308649,-0.006072628,,
7/28/21,35109.95,35116.37,34876.84,34930.93,4.543210148,186.8981808,-0.034721865,,
7/27/21,35078.9,35078.9,34878.07,35058.52,4.544793578,187.2392053,0.28498823,,
7/26/21,35055.86,35150.37,34950.19,35144.31,4.545855021,187.4681573,0.00404554,,
7/23/21,34855.11,35095.33,34855.11,35061.55,4.544831111,187.2472964,-0.42900108,,
7/22/21,34799.68,34879.28,34673.03,34823.35,4.541870548,186.6101551,-0.352537977,,
7/21/21,34556.96,34820.24,34556.96,34798,4.541554284,186.5422204,-0.418062868,,
7/20/21,33981.79,34621.79,33981.79,34511.99,4.537970002,185.7740294,-1.127146763,,
7/19/21,34528.48,34528.48,33741.76,33962.04,4.530993769,184.2879269,0.236357768,,
7/16/21,35007.94,35090.01,34647.82,34687.85,4.540177383,186.2467449,1.380124358,,
7/15/21,34924.81,34990.41,34762.87,34987.02,4.543906953,187.0481756,0.32879444,,
7/14/21,34920.83,35069.18,34826.87,34933.23,4.543238743,186.9043338,-0.131381988,,
7/13/21,34959.96,35018.79,34876.89,34888.79,4.542685908,186.7854116,0.084162931,,
7/12/21,34836.75,35014.9,34730.15,34996.18,4.544020642,187.0726597,-0.02493836,,
7/9/21,34457.51,34893.72,34457.51,34870.16,4.54245394,186.7355349,-0.770589936,,
7/8/21,34569.01,34569.01,34145.59,34421.93,4.536835217,185.5314798,-0.252529714,,
7/7/21,34604.17,34708.78,34435.59,34681.79,4.540101504,186.2304755,0.209216401,,
7/6/21,34790.16,34814.2,34358.42,34577.37,4.538791957,185.9499126,0.140258073,,
7/2/21,34642.42,34821.93,34613.49,34786.35,4.541408862,186.5109916,0.07547357,,
7/1/21,34507.32,34640.28,34498.85,34633.53,4.539496759,186.1008598,-0.381239427,,
6/30/21,34290.74,34553.16,34245.48,34502.51,4.53785069,185.7485128,-0.459542095,,5.9
6/29/21,34338.89,34469.83,34266.83,34292.29,4.535196488,185.1817756,-0.295546634,,
6/28/21,34428.1,34449.65,34186.13,34283.27,4.535082239,185.1574195,0.190899225,,
6/25/21,34328.1,34501.02,34314.8,34433.84,4.536985457,185.563574,-0.116798679,,
6/24/21,33933.91,34233.02,33933.91,34196.82,4.533985722,184.9238222,-0.757007734,,
6/23/21,33948.54,34009.4,33869.83,33874.24,4.52986956,184.0495585,-0.340279524,,
6/22/21,33872.56,34040.7,33751.06,33945.58,4.530783234,184.2432631,0.003708166,,
6/21/21,33312.07,33908.09,33312.07,33876.97,4.52990456,184.0569749,-0.893784927,,
6/18/21,33622.7,33622.7,33271.93,33290.08,4.522314839,182.4556933,-0.072723616,,
6/17/21,34014.38,34091.79,33626.61,33823.45,4.529217904,183.9115276,1.013236954,,
6/16/21,34308.48,34333.25,33917.11,34033.67,4.531908784,184.4821672,0.644627646,,
6/15/21,34397.1,34420.38,34199.16,34299.33,4.535285637,185.2007829,0.486676557,,
6/14/21,34472.52,34472.52,34211.54,34393.75,4.53647953,185.4555203,0.2430251,,
6/11/21,34499.81,34618.09,34328.65,34479.6,4.537562219,185.6868331,0.097667414,,
6/10/21,34502.51,34737.79,34447.25,34466.24,4.537393908,185.6508551,-0.043712905,,
6/9/21,34626.16,34654.67,34439.37,34447.14,4.53715317,185.5994073,0.179706716,,
6/8/21,34645.84,34665.38,34452.94,34599.82,4.539073839,186.0102685,0.246306461,,
6/7/21,34766.2,34820.91,34574.51,34630.24,4.539455501,186.0920202,0.210194408,,
6/4/21,34618.69,34772.12,34618.69,34756.39,4.541034662,186.4306574,-0.071497487,,
6/3/21,34550.31,34667.41,34334.41,34577.04,4.538787812,185.9490253,-0.209441765,,
6/2/21,34614.62,34706.65,34545.96,34600.38,4.539080868,186.0117738,-0.002325935,,
6/1/21,34584.19,34849.32,34542.87,34575.31,4.538766083,185.9443734,-0.095378893,,
5/28/21,34558.5,34631.11,34520.09,34529.45,4.538189661,185.821016,-0.148913757,,5.8
5/27/21,34432.47,34608.82,34389.24,34464.64,4.537373746,185.6465459,-0.27810278,,
5/26/21,34336.34,34409.59,34271.44,34323.05,4.535585873,185.2648105,-0.205159165,,
5/25/21,34428.66,34511.35,34266.03,34312.46,4.535451856,185.2362276,0.095664947,,
5/24/21,34253.87,34472.51,34253.87,34393.98,4.536482434,185.4561404,-0.141305876,,
